EntrezID	GeneSymbol	Synonyms	GeneName	Chromosome
56165	TDRD1	CT41.1	tudor domain containing 1	chr10
56171	DNAH7	-	dynein, axonemal, heavy chain 7	chr2
56180	MOSPD1	DJ473B4	motile sperm domain containing 1	chrX
56242	ZNF253	BMZF-1|BMZF1|ZNF411	zinc finger protein 253	chr19
56244	BTNL2	BTL-II|HSBLMHC1|SS2	butyrophilin-like 2 (MHC class II associated)	chr6
56252	YLPM1	C14orf170|ZAP113|ZAP3	YLP motif containing 1	chr14
56253	CRTAM	CD355	cytotoxic and regulatory T cell molecule	chr11
56259	CTNNBL1	C20orf33|NAP|P14L|PP8304|dJ633O20.1	catenin, beta like 1	chr20
56267	CCBL2	KAT3|KATIII|RP4-531M19.2	cysteine conjugate-beta lyase 2	chr1
56269	IRGC	CINEMA|IFGGE|IRGC1|Iigp5|R30953_1	immunity-related GTPase family, cinema	chr19
56270	WDR45L	WDR45L|WIPI-3|WIPI3	WD repeat domain 45B	chr17
56287	GKN1	AMP18|BRICD1|CA11|FOV|foveolin	gastrokine 1	chr2
56288	PARD3	ASIP|Baz|PAR3|PAR3alpha|PARD-3|PARD3A|SE2-5L16|SE2-5LT1|SE2-5T2	par-3 partitioning defective 3 homolog (C. elegans)	chr10
56301	SLC7A10	HASC-1|asc-1	solute carrier family 7 (neutral amino acid transporter light chain, asc system), member 10	chr19
56302	TRPV5	CAT2|ECAC1|OTRPC3	transient receptor potential cation channel, subfamily V, member 5	chr7
56311	ANKRD7	TSA806	ankyrin repeat domain 7	chr7
56339	METTL3	IME4|M6A|MT-A70|Spo8	methyltransferase like 3	chr14
56341	PRMT8	HRMT1L3|HRMT1L4	protein arginine methyltransferase 8	chr12
56344	CABP5	CABP3	calcium binding protein 5	chr19
56474	CTPS2	-	CTP synthase 2	chrX
56475	RPRM	REPRIMO	reprimo, TP53 dependent G2 arrest mediator candidate	chr2
56478	EIF4ENIF1	4E-T|Clast4	eukaryotic translation initiation factor 4E nuclear import factor 1	chr22
56521	DNAJC12	JDP1	DnaJ (Hsp40) homolog, subfamily C, member 12	chr10
56547	MMP26	-	matrix metallopeptidase 26	chr11
56548	CHST7	C6ST-2|GST-5	carbohydrate (N-acetylglucosamine 6-O) sulfotransferase 7	chrX
56603	CYP26B1	CYP26A2|P450RAI-2|P450RAI2|RHFCA	cytochrome P450, family 26, subfamily B, polypeptide 1	chr2
56605	ERO1LB	-	ERO1-like beta (S. cerevisiae)	chr1
56606	SLC2A9	GLUT9|GLUTX|UAQTL2|URATv1	solute carrier family 2 (facilitated glucose transporter), member 9	chr4
56616	DIABLO	DFNA64|SMAC	diablo, IAP-binding mitochondrial protein	chr12
56623	INPP5E	CORS1|CPD4|JBTS1|MORMS|PPI5PIV	inositol polyphosphate-5-phosphatase, 72 kDa	chr9
56647	BCCIP	TOK-1|TOK1	BRCA2 and CDKN1A interacting protein	chr10
56648	EIF5A2	EIF-5A2|eIF5AII	eukaryotic translation initiation factor 5A2	chr3
56649	TMPRSS4	CAPH2|MT-SP2|TMPRSS3	transmembrane protease, serine 4	chr11
56650	CLDND1	C3orf4|GENX-3745	claudin domain containing 1	chr3
56654	NPDC1	CAB|CAB-|CAB-1|CAB1|NPDC-1	neural proliferation, differentiation and control, 1	chr9
56656	OR2S2	OR37A|OST715	olfactory receptor, family 2, subfamily S, member 2	chr9
56659	KCNK13	K2p13.1|THIK-1|THIK1	potassium channel, subfamily K, member 13	chr14
56660	KCNK12	K2p12.1|THIK-2|THIK2	potassium channel, subfamily K, member 12	chr2
56667	MUC13	DRCC1|MUC-13	mucin 13, cell surface associated	chr3
56674	TMEM9B	C11orf15	TMEM9 domain family, member B	chr11
56675	NRIP3	C11orf14|NY-SAR-105	nuclear receptor interacting protein 3	chr11
56676	ASCL3	HASH3|SGN1|bHLHa42	achaete-scute complex homolog 3 (Drosophila)	chr11
56681	SAR1A	SAR1|SARA1|Sara|masra2	SAR1 homolog A (S. cerevisiae)	chr10
56729	RETN	ADSF|FIZZ3|RETN1|RSTN|XCP1	resistin	chr19
56731	SLC2A4RG	GEF|HDBP-1|HDBP1|Si-1-2|Si-1-2-19	SLC2A4 regulator	chr20
56829	ZC3HAV1	ARTD13|FLB6421|PARP13|ZAP|ZC3H2|ZC3HDC2	zinc finger CCCH-type, antiviral 1	chr7
56833	SLAMF8	BLAME|CD353|SBBI42	SLAM family member 8	chr1
56834	GPR137	C11orf4|GPR137A|TM7SF1L1	G protein-coupled receptor 137	chr11
56848	SPHK2	SK 2|SK-2|SPK 2|SPK-2	sphingosine kinase 2	chr19
56888	KCMF1	DEBT91|FIGC|PCMF|ZZZ1	potassium channel modulatory factor 1	chr2
56889	TM9SF3	EP70-P-iso|SMBP	transmembrane 9 superfamily member 3	chr10
56890	MDM1	-	Mdm1 nuclear protein homolog (mouse)	chr12
56891	LGALS14	CLC2|PPL13	lectin, galactoside-binding, soluble, 14	chr19
56894	AGPAT3	LPAAT-GAMMA1|LPAAT3	1-acylglycerol-3-phosphate O-acyltransferase 3	chr21
56895	AGPAT4	1-AGPAT4|LPAAT-delta|dJ473J16.2	1-acylglycerol-3-phosphate O-acyltransferase 4	chr6
56897	WRNIP1	RP11-420G6.2|WHIP|bA420G6.2	Werner helicase interacting protein 1	chr6
56898	BDH2	DHRS6|EFA6R|PRO20933|SDR15C1|UCPA-OR|UNQ6308	3-hydroxybutyrate dehydrogenase, type 2	chr4
56899	ANKS1B	AIDA|AIDA-1|ANKS2|EB-1|EB1|cajalin-2	ankyrin repeat and sterile alpha motif domain containing 1B	chr12
56901	NDUFA4L2	NUOMS	NADH dehydrogenase (ubiquinone) 1 alpha subcomplex, 4-like 2	chr12
56902	PNO1	KHRBP1|RRP20	partner of NOB1 homolog (S. cerevisiae)	chr2
56903	PAPOLB	PAPT|TPAP	poly(A) polymerase beta (testis specific)	chr7
56904	SH3GLB2	PP6569|PP9455|RRIG1	SH3-domain GRB2-like endophilin B2	chr9
56906	THAP10	-	THAP domain containing 10	chr15
56910	STARD7	GTT1	StAR-related lipid transfer (START) domain containing 7	chr2
56913	C1GALT1	C1GALT|T-synthase	core 1 synthase, glycoprotein-N-acetylgalactosamine 3-beta-galactosyltransferase, 1	chr7
56914	OTOR	FDP|MIAL1	otoraplin	chr20
56915	EXOSC5	RRP41B|RRP46|Rrp46p|hRrp46p|p12B	exosome component 5	chr19
56920	SEMA3G	sem2	sema domain, immunoglobulin domain (Ig), short basic domain, secreted, (semaphorin) 3G	chr3
56922	MCCC1	MCC-B|MCCA	methylcrotonoyl-CoA carboxylase 1 (alpha)	chr3
56924	PAK6	PAK5	p21 protein (Cdc42/Rac)-activated kinase 6	chr15
56925	LXN	ECI|TCI	latexin	chr3
56926	NCLN	NET59	nicalin	chr19
56928	SPPL2B	IMP-4|IMP4|PSH4|PSL1	signal peptide peptidase like 2B	chr19
56929	FEM1C	EUROIMAGE686608|EUROIMAGE783647|FEM1A	fem-1 homolog c (C. elegans)	chr5
56934	CA10	CA-RPX|CARPX|HUCEP-15	carbonic anhydrase X	chr17
56938	ARNTL2	BMAL2|CLIF|MOP9|PASD9|bHLHe6	aryl hydrocarbon receptor nuclear translocator-like 2	chr12
56940	DUSP22	JKAP|JSP1|LMWDSP2|MKPX|VHX	dual specificity phosphatase 22	chr6
56943	ENY2	e(y)2	enhancer of yellow 2 homolog (Drosophila)	chr8
56944	OLFML3	HNOEL-iso|OLF44	olfactomedin-like 3	chr1
56945	MRPS22	C3orf5|COXPD5|GIBT|MRP-S22|RPMS22	mitochondrial ribosomal protein S22	chr3
56949	XAB2	HCNP|HCRN|NTC90|SYF1	XPA binding protein 2	chr19
56950	SMYD2	HSKM-B|KMT3C|ZMYND14	SET and MYND domain containing 2	chr1
56953	NT5M	dNT-2|dNT2|mdN	5',3'-nucleotidase, mitochondrial	chr17
56954	NIT2	-	nitrilase family, member 2	chr3
56955	MEPE	OF45	matrix extracellular phosphoglycoprotein	chr4
56957	OTUD7B	CEZANNE|ZA20D1	OTU domain containing 7B	chr1
56965	PARP6	ARTD17|PARP-6-B1|PARP-6-C|pART17	poly (ADP-ribose) polymerase family, member 6	chr15
56978	PRDM8	PFM5	PR domain containing 8	chr4
56979	PRDM9	MEISETZ|MSBP3|PFM6|PRMD9|ZNF899	PR domain containing 9	chr5
56980	PRDM10	PFM7	PR domain containing 10	chr11
56981	PRDM11	PFM8	PR domain containing 11	chr11
56986	DTWD1	-	DTW domain containing 1	chr15
56992	KIF15	HKLP2|KNSL7|NY-BR-62	kinesin family member 15	chr3
56993	TOMM22	1C9-2|MST065|MSTP065|TOM22	translocase of outer mitochondrial membrane 22 homolog (yeast)	chr22
56994	CHPT1	CPT|CPT1	choline phosphotransferase 1	chr12
56995	TULP4	TUSP	tubby like protein 4	chr6
56996	SLC12A9	CCC6|CIP1|WO3.3|hCCC6	solute carrier family 12, member 9	chr7
56998	CTNNBIP1	ICAT	catenin, beta interacting protein 1	chr1
56999	ADAMTS9	-	ADAM metallopeptidase with thrombospondin type 1 motif, 9	chr3
57001	ACN9	-	ACN9 homolog (S. cerevisiae)	chr7
57003	CCDC47	MSTP041	coiled-coil domain containing 47	chr17
57007	CXCR7	CMKOR1|CXC-R7|CXCR-7|CXCR7|GPR159|RDC-1|RDC1	atypical chemokine receptor 3	chr2
57016	AKR1B10	AKR1B11|AKR1B12|ALDRLn|ARL-1|ARL1|HIS|HSI	aldo-keto reductase family 1, member B10 (aldose reductase)	chr7
57017	COQ9	C16orf49|COQ10D5	coenzyme Q9 homolog (S. cerevisiae)	chr16
57018	CCNL1	ANIA6A|PRO1073|ania-6a	cyclin L1	chr3
57019	CIAPIN1	2810413N20Rik|Anamorsin|DRE2|PRO0915	cytokine induced apoptosis inhibitor 1	chr16
57030	SLC17A7	BNPI|VGLUT1	solute carrier family 17 (vesicular glutamate transporter), member 7	chr19
57037	ANKMY2	ZMYND20	ankyrin repeat and MYND domain containing 2	chr7
57045	TWSG1	TSG	twisted gastrulation homolog 1 (Drosophila)	chr18
57047	PLSCR2	-	phospholipid scramblase 2	chr3
57048	PLSCR3	-	phospholipid scramblase 3	chr17
57053	CHRNA10	-	cholinergic receptor, nicotinic, alpha 10 (neuronal)	chr11
57060	PCBP4	CBP|LIP4|MCG10	poly(rC) binding protein 4	chr3
57062	DDX24	-	DEAD (Asp-Glu-Ala-Asp) box helicase 24	chr14
57082	CASC5	AF15Q14|CT29|D40|KNL1|PPP1R55|Spc7|hKNL-1|hSpc105	cancer susceptibility candidate 5	chr15
57084	SLC17A6	DNPI|VGLUT2	solute carrier family 17 (vesicular glutamate transporter), member 6	chr11
57088	PLSCR4	TRA1	phospholipid scramblase 4	chr3
57089	ENTPD7	LALP1|RP11-483F11.1	ectonucleoside triphosphate diphosphohydrolase 7	chr10
57092	PCNP	-	PEST proteolytic signal containing nuclear protein	chr3
57093	TRIM49	RNF18|TRIM49A|TRIM49L2	tripartite motif containing 49	chr11
57096	RPGRIP1	CORD13|LCA6|RGI1|RGRIP|RPGRIP|RPGRIP1d	retinitis pigmentosa GTPase regulator interacting protein 1	chr14
57097	PARP11	ARTD11|C12orf6	poly (ADP-ribose) polymerase family, member 11	chr12
57099	AVEN	PDCD12	apoptosis, caspase activation inhibitor	chr15
57104	PNPLA2	1110001C14Rik|ATGL|PEDF-R|TTS-2.2|TTS2|iPLA2zeta	patatin-like phospholipase domain containing 2	chr11
57105	CYSLTR2	CYSLT2|CYSLT2R|HG57|HPN321|KPG_011|hGPCR21	cysteinyl leukotriene receptor 2	chr13
57107	PDSS2	C6orf210|COQ10D3|DLP1|bA59I9.3|hDLP1	prenyl (decaprenyl) diphosphate synthase, subunit 2	chr6
57109	REXO4	REX4|XPMC2|XPMC2H	REX4, RNA exonuclease 4 homolog (S. cerevisiae)	chr9
57110	HRASLS	A-C1|H-REV107|HRASLS1|HRSL1|HSD28	HRAS-like suppressor	chr3
57111	RAB25	CATX-8|RAB11C	RAB25, member RAS oncogene family	chr1
57113	TRPC7	TRP7	transient receptor potential cation channel, subfamily C, member 7	chr5
57115	PGLYRP4	PGLYRPIbeta|PGRP-Ibeta|PGRPIB	peptidoglycan recognition protein 4	chr1
57116	ZNF695	RP11-551G24.1|SBZF3	zinc finger protein 695	chr1
57117	INTS12	INT12|PHF22	integrator complex subunit 12	chr4
57118	CAMK1D	CKLiK|CaM-K1|CaMKID	calcium/calmodulin-dependent protein kinase ID	chr10
57119	SPINLW1	CT71|CT72|SPINLW1|WAP7|WFDC7|dJ461P17.2	epididymal peptidase inhibitor	chr20
57122	NUP107	NUP84	nucleoporin 107kDa	chr12
57124	CD248	CD164L1|TEM1	CD248 molecule, endosialin	chr11
57125	PLXDC1	TEM3|TEM7	plexin domain containing 1	chr17
57126	CD177	HNA-2a|HNA2A|NB1|NB1 GP|PRV-1|PRV1	CD177 molecule	chr19
57127	RHBG	SLC42A2	Rh family, B glycoprotein (gene/pseudogene)	chr1
57128	LYRM4	C6orf149|CGI-203|ISD11	LYR motif containing 4	chr6
57130	ATP13A1	ATP13A	ATPase type 13A1	chr19
57132	CHMP1B	C10orf2|C18-ORF2|C18orf2|CHMP1.5|Vps46-2|Vps46B|hVps46-2	charged multivesicular body protein 1B	chr18
57134	MAN1C1	HMIC|MAN1A3|MAN1C|pp6318	mannosidase, alpha, class 1C, member 1	chr1
57140	RNPEPL1	-	arginyl aminopeptidase (aminopeptidase B)-like 1	chr2
57142	RTN4	ASY|NI220/250|NOGO|NOGO-A|NOGOC|NSP|NSP-CL|Nbla00271|Nbla10545|Nogo-B|Nogo-C|RTN-X|RTN4-A|RTN4-B1|RTN4-B2|RTN4-C	reticulon 4	chr2
57144	PAK7	PAK5	p21 protein (Cdc42/Rac)-activated kinase 7	chr20
57146	TMEM159	PROMETHIN	transmembrane protein 159	chr16
57147	SCYL3	PACE-1|PACE1	SCY1-like 3 (S. cerevisiae)	chr1
57149	LYRM1	A211C6.1	LYR motif containing 1	chr16
57151	LYZL6	LYC1|PRO1485|TKAL754|UNQ754	lysozyme-like 6	chr17
57152	SLURP1	ANUP|ARS|ArsB|LY6LS|MDM	secreted LY6/PLAUR domain containing 1	chr8
57154	SMURF1	-	SMAD specific E3 ubiquitin protein ligase 1	chr7
57157	PHTF2	-	putative homeodomain transcription factor 2	chr7
57158	JPH2	CMH17|JP-2|JP2	junctophilin 2	chr20
57161	PELI2	-	pellino E3 ubiquitin protein ligase family member 2	chr14
57162	PELI1	-	pellino E3 ubiquitin protein ligase 1	chr2
57171	DOLPP1	LSFR2	dolichyldiphosphatase 1	chr9
57172	CAMK1G	CLICK3|CLICKIII|VWS1|dJ272L16.1	calcium/calmodulin-dependent protein kinase IG	chr1
57175	CORO1B	CORONIN-2	coronin, actin binding protein, 1B	chr11
57178	ZMIZ1	MIZ|RAI17|TRAFIP10|ZIMP10|hZIMP10	zinc finger, MIZ-type containing 1	chr10
57180	ACTR3B	ARP11|ARP3BETA	ARP3 actin-related protein 3 homolog B (yeast)	chr7
57187	THOC2	CXorf3|THO2|dJ506G2.1|hTREX120	THO complex 2	chrX
57188	ADAMTSL3	-	ADAMTS-like 3	chr15
57192	MCOLN1	MG-2|ML4|MLIV|MST080|TRP-ML1|TRPM-L1|TRPML1	mucolipin 1	chr19
57194	ATP10A	ATP10C|ATPVA|ATPVC	ATPase, class V, type 10A	chr15
57198	ATP8B2	ATPID	ATPase, aminophospholipid transporter, class I, type 8B, member 2	chr1
57205	ATP10D	ATPVD	ATPase, class V, type 10D	chr4
57209	ZNF248	bA162G10.3	zinc finger protein 248	chr10
57211	GPR126	APG1|DREG|PS1TP2|VIGR	G protein-coupled receptor 126	chr6
57214	KIAA1199	CCSP1|TMEM2L	KIAA1199	chr15
57215	THAP11	CTG-B43a|CTG-B45d|RONIN	THAP domain containing 11	chr16
57226	LYRM2	DJ122O8.2	LYR motif containing 2	chr6
57326	PBXIP1	HPIP	pre-B-cell leukemia homeobox interacting protein 1	chr1
57332	CBX8	PC3|RC1	chromobox homolog 8	chr17
57333	RCN3	RLP49	reticulocalbin 3, EF-hand calcium binding domain	chr19
57335	ZNF286A	ZNF286	zinc finger protein 286A	chr17
57336	ZNF287	ZKSCAN13|ZSCAN45	zinc finger protein 287	chr17
57337	SENP7	-	SUMO1/sentrin specific peptidase 7	chr3
57338	JPH3	CAGL237|HDL2|JP-3|JP3|TNRC22	junctophilin 3	chr16
57343	ZNF304	-	zinc finger protein 304	chr19
57348	TTYH1	-	tweety homolog 1 (Drosophila)	chr19
57379	AICDA	AID|ARP2|CDA2|HIGM2	activation-induced cytidine deaminase	chr12
57396	CLK4	-	CDC-like kinase 4	chr5
57402	S100A14	BCMP84|S100A15	S100 calcium binding protein A14	chr1
57403	RAB22A	-	RAB22A, member RAS oncogene family	chr20
57404	CYP20A1	CYP-M	cytochrome P450, family 20, subfamily A, polypeptide 1	chr2
57405	SPC25	SPBC25|hSpc25	SPC25, NDC80 kinetochore complex component	chr2
57406	ABHD6	-	abhydrolase domain containing 6	chr3
57408	LRTM1	-	leucine-rich repeats and transmembrane domains 1	chr3
57418	WDR18	Ipi3|R32184_1	WD repeat domain 18	chr19
57419	SLC24A3	NCKX3	solute carrier family 24 (sodium/potassium/calcium exchanger), member 3	chr20
57446	NDRG3	-	NDRG family member 3	chr20
57447	NDRG2	SYLD	NDRG family member 2	chr14
57460	PPM1H	ARHCL1|NERPP-2C|URCC2	protein phosphatase, Mg2+/Mn2+ dependent, 1H	chr12
57468	SLC12A5	KCC2	solute carrier family 12 (potassium/chloride transporter), member 5	chr20
57470	LRRC47	-	leucine rich repeat containing 47	chr1
57472	CNOT6	CCR4	CCR4-NOT transcription complex, subunit 6	chr5
57473	ZNF512B	GM632	zinc finger protein 512B	chr20
57493	HEG1	HEG|MST112|MSTP112	heart development protein with EGF-like domains 1	chr3
57496	MKL2	MRTF-B|NPD001	MKL/myocardin-like 2	chr16
57498	KIDINS220	ARMS	kinase D-interacting substrate, 220kDa	chr2
57502	NLGN4X	ASPGX2|AUTSX2|HLNX|HNL4X|HNLX|NLGN|NLGN4	neuroligin 4, X-linked	chrX
57509	MTUS1	ATBP|ATIP|ICIS|MP44|MTSG1	microtubule associated tumor suppressor 1	chr8
57513	CASKIN2	ANKS5B	CASK interacting protein 2	chr17
57515	SERINC1	TDE1L|TDE2|TMS-2|TMS2	serine incorporator 1	chr6
57535	KIAA1324	EIG121	KIAA1324	chr1
57538	ALPK3	MAK|MIDORI	alpha-kinase 3	chr15
57553	MICAL3	MICAL-3	microtubule associated monooxygenase, calponin and LIM domain containing 3	chr22
57556	SEMA6A	HT018|SEMA|SEMA6A1|SEMAQ|VIA	sema domain, transmembrane domain (TM), and cytoplasmic domain, (semaphorin) 6A	chr5
57570	TRMT5	KIAA1393|TRM5	tRNA methyltransferase 5	chr14
57572	DOCK6	AOS2|ZIR1	dedicator of cytokinesis 6	chr19
57573	ZNF471	ERP1|Z1971	zinc finger protein 471	chr19
57576	KIF17	KIF17B|KIF3X|KLP-2|OSM-3	kinesin family member 17	chr1
57583	TMEM181	GPR178|KIAA1423	transmembrane protein 181	chr6
57586	SYT13	-	synaptotagmin XIII	chr11
57591	MKL1	BSAC|MAL|MRTF-A	megakaryoblastic leukemia (translocation) 1	chr22
57597	BAHCC1	BAHD2	BAH domain and coiled-coil containing 1	chr17
57599	WDR48	P80|UAF1	WD repeat domain 48	chr3
57602	USP36	DUB1	ubiquitin specific peptidase 36	chr17
57610	RANBP10	-	RAN binding protein 10	chr16
57613	KIAA1467	-	KIAA1467	chr12
57615	ZNF492	ZNF115	zinc finger protein 492	chr19
57626	KLHL1	MRP2	kelch-like family member 1	chr13
57634	EP400	CAGH32|P400|TNRC12	E1A binding protein p400	chr12
57645	POGK	BASS2|KRBOX2	pogo transposable element with KRAB domain	chr1
57657	HCN3	-	hyperpolarization activated cyclic nucleotide-gated potassium channel 3	chr1
57658	CALCOCO1	Cocoa|calphoglin	calcium binding and coiled-coil domain 1	chr12
57663	USP29	HOM-TES-84/86	ubiquitin specific peptidase 29	chr19
57664	PLEKHA4	PEPP1	pleckstrin homology domain containing, family A (phosphoinositide binding specific) member 4	chr19
57665	RDH14	PAN2|SDR7C4	retinol dehydrogenase 14 (all-trans/9-cis/11-cis)	chr2
57669	EPB41L5	BE37|YMO1	erythrocyte membrane protein band 4.1 like 5	chr2
57680	CHD8	AUTS18|HELSNF1	chromodomain helicase DNA binding protein 8	chr14
57698	KIAA1598	-	KIAA1598	chr10
57706	DENND1A	FAM31A|KIAA1608|RP11-230L22.3	DENN/MADD domain containing 1A	chr9
57707	KIAA1609	KIAA1609	TBC/LysM-associated domain containing 1	chr16
57710	KIAA1614	RP11-46A10.3	KIAA1614	chr1
57715	SEMA4G	-	sema domain, immunoglobulin domain (Ig), transmembrane domain (TM) and short cytoplasmic domain, (semaphorin) 4G	chr10
57716	PRX	CMT4F	periaxin	chr19
57720	GPR107	GCDRP|LUSTR1|RP11-88G17|bA138E2.2	G protein-coupled receptor 107	chr9
57728	WDR19	ATD5|CED4|DYF-2|IFT144|NPHP13|ORF26|Oseg6|PWDMP	WD repeat domain 19	chr4
57731	SPTBN4	QV|SPNB4|SPTBN3	spectrin, beta, non-erythrocytic 4	chr19
57733	GBA3	CBG|CBGL1|GLUC|KLRP	glucosidase, beta, acid 3	chr4
57758	SCUBE2	CEGB1|CEGF1|CEGP1	signal peptide, CUB domain, EGF-like 2	chr11
57761	TRIB3	C20orf97|NIPK|SINK|SKIP3|TRB3	tribbles homolog 3 (Drosophila)	chr20
57763	ANKRA2	ANKRA	ankyrin repeat, family A (RFXANK-like), 2	chr5
57787	MARK4	MARK4L|MARK4S|MARKL1|MARKL1L|PAR-1D	MAP/microtubule affinity-regulating kinase 4	chr19
57795	FAM5B	DBCCR1L2|FAM5B|RP5-1026E2.1	bone morphogenetic protein/retinoic acid inducible neural-specific 2	chr1
57798	GATAD1	CMD2B|ODAG|RG083M05.2	GATA zinc finger domain containing 1	chr7
57799	RAB40C	RARL|RASL8C	RAB40C, member RAS oncogene family	chr16
57804	POLD4	POLDS|p12	polymerase (DNA-directed), delta 4, accessory subunit	chr11
57817	HAMP	HEPC|HFE2B|LEAP1|PLTR	hepcidin antimicrobial peptide	chr19
57818	G6PC2	IGRP	glucose-6-phosphatase, catalytic, 2	chr2
57819	LSM2	C6orf28|G7B|YBL026W|snRNP	LSM2 homolog, U6 small nuclear RNA associated (S. cerevisiae)	chr6
57820	CCNB1IP1	C14orf18|HEI10	cyclin B1 interacting protein 1, E3 ubiquitin protein ligase	chr14
57823	SLAMF7	19A|CD319|CRACC|CS1	SLAM family member 7	chr1
57824	HMHB1	HB-1|HLA-HB1	histocompatibility (minor) HB-1	chr5
57826	RAP2C	-	RAP2C, member of RAS oncogene family	chrX
57834	CYP4F11	CYPIVF11	cytochrome P450, family 4, subfamily F, polypeptide 11	chr19
57835	SLC4A5	NBC4	solute carrier family 4 (sodium bicarbonate cotransporter), member 5	chr2
57862	ZNF410	APA-1|APA1	zinc finger protein 410	chr14
57863	CADM3	BIgR|IGSF4B|NECL1|Necl-1|TSLL1|synCAM3	cell adhesion molecule 3	chr1
58155	PTBP2	PTB|PTBLP|brPTB|nPTB|nPTB5|nPTB6|nPTB7|nPTB8	polypyrimidine tract binding protein 2	chr1
58157	NGB	-	neuroglobin	chr14
58158	NEUROD4	ATH-3|ATH3|Atoh3|MATH-3|bHLHa4	neuronal differentiation 4	chr12
58189	WFDC1	PS20	WAP four-disulfide core domain 1	chr16
58190	CTDSP1	NIF3|NLI-IF|NLIIF|SCP1	CTD (carboxy-terminal domain, RNA polymerase II, polypeptide A) small phosphatase 1	chr2
58472	SQRDL	PRO1975	sulfide quinone reductase-like (yeast)	chr15
58473	PLEKHB1	KPL1|PHR1|PHRET1	pleckstrin homology domain containing, family B (evectins) member 1	chr11
58477	SRPRB	APMCF1	signal recognition particle receptor, B subunit	chr3
58478	ENOPH1	E1|MASA|MST145|mtnC	enolase-phosphatase 1	chr4
58486	ZBED5	Buster1	zinc finger, BED-type containing 5	chr11
58487	CREBZF	SMILE|ZF	CREB/ATF bZIP transcription factor	chr11
58488	PCTP	PC-TP|STARD2	phosphatidylcholine transfer protein	chr17
58494	JAM2	C21orf43|CD322|JAM-B|JAMB|PRO245|VE-JAM|VEJAM	junctional adhesion molecule 2	chr21
58495	OVOL2	EUROIMAGE566589|ZNF339	ovo-like 2 (Drosophila)	chr20
58497	PRUNE	DRES-17|DRES17|HTCD37	prune exopolyphosphatase	chr1
58498	MYL7	MYL2A|MYLC2A	myosin, light chain 7, regulatory	chr7
58500	ZNF250	ZFP647|ZNF647	zinc finger protein 250	chr8
58503	PROL1	BPLP|PRL1|opiorphin	proline rich, lacrimal 1	chr4
58504	ARHGAP22	RhoGAP2|RhoGap22	Rho GTPase activating protein 22	chr10
58510	PRODH2	HSPOX1	proline dehydrogenase (oxidase) 2	chr19
58511	DNASE2B	DLAD	deoxyribonuclease II beta	chr1
58513	EPS15L1	EPS15R	epidermal growth factor receptor pathway substrate 15-like 1	chr19
58516	FAM60A	C12orf14|TERA	family with sequence similarity 60, member A	chr12
58517	RBM25	NET52|RED120|RNPC7|S164|Snu71|fSAP94	RNA binding motif protein 25	chr14
58525	WIZ	ZNF803	widely interspaced zinc finger motifs	chr19
58526	MID1IP1	G12-like|MIG12|S14R|STRAIT11499|THRSPL	MID1 interacting protein 1	chrX
58528	RRAGD	RAGD|bA11D8.2.1	Ras-related GTP binding D	chr6
58529	MYOZ1	CS-2|FATZ|MYOZ	myozenin 1	chr10
58533	SNX6	MSTP010|TFAF2	sorting nexin 6	chr14
58985	IL22RA1	CRF2-9|IL22R|IL22R1	interleukin 22 receptor, alpha 1	chr1
59067	IL21	IL-21|Za11	interleukin 21	chr4
59269	HIVEP3	KBP-1|KBP1|KRC|SHN3|Schnurri-3|ZAS3|ZNF40C	human immunodeficiency virus type I enhancer binding protein 3	chr1
59272	ACE2	ACEH	angiotensin I converting enzyme 2	chrX
59286	UBL5	HUB1	ubiquitin-like 5	chr19
59307	SIGIRR	TIR8	single immunoglobulin and toll-interleukin 1 receptor (TIR) domain	chr11
59335	PRDM12	PFM9	PR domain containing 12	chr9
59336	PRDM13	MU-MB-20.220|PFM10	PR domain containing 13	chr6
59338	PLEKHA1	TAPP1	pleckstrin homology domain containing, family A (phosphoinositide binding specific) member 1	chr10
59340	HRH4	AXOR35|BG26|GPCR105|GPRv53|H4|H4R|HH4R	histamine receptor H4	chr18
59341	TRPV4	CMT2C|HMSN2C|OTRPC4|SMAL|SPSMA|SSQTL1|TRP12|VRL2|VROAC	transient receptor potential cation channel, subfamily V, member 4	chr12
59342	SCPEP1	HSCP1|RISC	serine carboxypeptidase 1	chr17
59343	SENP2	AXAM2|SMT3IP2	SUMO1/sentrin/SMT3 specific peptidase 2	chr3
59344	ALOXE3	ARCI3|E-LOX|eLOX3	arachidonate lipoxygenase 3	chr17
59348	ZNF350	ZBRK1|ZFQR	zinc finger protein 350	chr19
59349	KLHL12	C3IP1|DKIR|hDKIR	kelch-like family member 12	chr1
59351	PBOV1	UC28|UROC28|dJ171N11.2	prostate and breast cancer overexpressed 1	chr6
59353	TMEM35	-	transmembrane protein 35	chrX
60312	AFAP1	AFAP|AFAP-110|AFAP110	actin filament associated protein 1	chr4
60313	GPBP1L1	RP11-767N6.1	GC-rich promoter binding protein 1-like 1	chr1
60343	FAM3A	2.19|DLD|DXS560S|XAP-7	family with sequence similarity 3, member A	chrX
60370	AVPI1	PP5395|RP11-548K23.7|VIP32|VIT32	arginine vasopressin-induced 1	chr10
60385	TSKS	STK22S1|TSKS1|TSSKS	testis-specific serine kinase substrate	chr19
